target,fem_min,sur_min,fem_max,sur_max,fem_p95,sur_p95,rmse,mae,r2
U1,-0.29534668,-0.42231430958028726,0.29526153,0.44766600804394263,0.17646169499999997,0.2383108295376415,0.06687866858198628,0.03894674007052913,0.4710996766003961
U2,-0.5040733,-2.028487837182044,0.011760967,0.060020563743468064,-0.00035547327000000004,-0.0021531239217107362,0.23669312195036749,0.07775448523443863,-5.287654306250976
U3,-0.047581244,-0.09081568456526647,0.21456327,0.19200059160392435,0.159755965,0.14541290512992253,0.021305680625855805,0.017109515705980547,0.8478583401156176
S_Mises,0.488369768898153,0.7499744962816816,286.636345968545,262.5024461660689,61.73829903493935,68.67501161998894,7.902675755427612,5.114054585420751,0.9164269151956447
